clase,syn
http://purl.obolibrary.org/obo/DOID_0060800,"retraso mental ligado al X con malformación de Dandy-Walker, enfermedad de ganglios basales y convulsiones"
http://purl.obolibrary.org/obo/DOID_0060800,retraso mental sindrómico ligado al X tipo 21
http://purl.obolibrary.org/obo/DOID_0060800,retraso mental sindrómico ligado al X tipo Fried
http://purl.obolibrary.org/obo/DOID_0060801,RMSX20
http://purl.obolibrary.org/obo/DOID_0060801,RMSX25
http://purl.obolibrary.org/obo/DOID_0060801,síndrome de discapacidad intelectual ligada al X-convulsiones epilépticas-hipogenitalismo-microcefalia-obesidad
http://purl.obolibrary.org/obo/DOID_0060801,"retraso mental, convulsiones epilépticas, hipogonadismo e hipogenitalismo, microcefalia y obesidad"
http://purl.obolibrary.org/obo/DOID_0060801,retraso mental sindrómico ligado al X tipo 20
http://purl.obolibrary.org/obo/DOID_0060801,retraso mental sindrómico ligado al X tipo 25
http://purl.obolibrary.org/obo/DOID_0060802,SRS
http://purl.obolibrary.org/obo/DOID_0060802,síndrome de retraso mental de Snyder-Robinson
http://purl.obolibrary.org/obo/DOID_0060802,síndrome de Snyder-Robinson
http://purl.obolibrary.org/obo/DOID_0060802,retraso mental ligado al X tipo Snyder-Robinson
http://purl.obolibrary.org/obo/DOID_0060802,deficiencia de espermina sintasa
http://purl.obolibrary.org/obo/DOID_0060803,retraso mental ligado al X con alacrimia y acalasia
http://purl.obolibrary.org/obo/DOID_0060803,síndrome de discapacidad intelectual-alacrimia-acalasia
http://purl.obolibrary.org/obo/DOID_0060803,retraso mental sindrómico ligado al X tipo 17
http://purl.obolibrary.org/obo/DOID_0060804,discapacidad intelectual ligada al X tipo Wilson
http://purl.obolibrary.org/obo/DOID_0060804,retraso mental sindrómico ligado al X tipo 12
http://purl.obolibrary.org/obo/DOID_0060805,síndrome de Prieto-Badia-Mulas
http://purl.obolibrary.org/obo/DOID_0060805,síndrome de discapacidad intelectual ligada al X-dismorfismo-atrofia cerebral
http://purl.obolibrary.org/obo/DOID_0060806,RMXE
http://purl.obolibrary.org/obo/DOID_0060806,RMSXH
http://purl.obolibrary.org/obo/DOID_0060806,retraso mental ligado al cromosoma X con epilepsia
http://purl.obolibrary.org/obo/DOID_0060806,retraso mental sindrómico ligado al X tipo Hedera
http://purl.obolibrary.org/obo/DOID_0060807,MICPCH
http://purl.obolibrary.org/obo/DOID_0060807,síndrome de discapacidad intelectual ligada al X-microcefalia-hipoplasia pontocerebelosa
http://purl.obolibrary.org/obo/DOID_0060807,retraso mental y microcefalia con hipoplasia pontina y cerebelosa
http://purl.obolibrary.org/obo/DOID_0060808,RMSX7
http://purl.obolibrary.org/obo/DOID_0060808,discapacidad intelectual ligada al X tipo Ahmad
http://purl.obolibrary.org/obo/DOID_0060808,retraso mental sindrómico ligado al X tipo 7
http://purl.obolibrary.org/obo/DOID_0060809,RMSXCJ
http://purl.obolibrary.org/obo/DOID_0060809,RMSXJ
http://purl.obolibrary.org/obo/DOID_0060809,retraso mental sindrómico ligado al X tipo Claes-Jensen
http://purl.obolibrary.org/obo/DOID_0060809,discapacidad intelectual sindrómica ligada al X por mutación de JARID1C
http://purl.obolibrary.org/obo/DOID_0060809,retraso mental sindrómico ligado al X asociado a JARID1C
http://purl.obolibrary.org/obo/DOID_0060810,deficiencia de HSD10 atípica
http://purl.obolibrary.org/obo/DOID_0060810,enfermedad HSD10 atípica
http://purl.obolibrary.org/obo/DOID_0060810,RMSX10
http://purl.obolibrary.org/obo/DOID_0060810,síndrome de discapacidad intelectual ligada al X-coreoatetosis-comportamiento anormal
http://purl.obolibrary.org/obo/DOID_0060810,retraso mental sindrómico ligado al X tipo 10
http://purl.obolibrary.org/obo/DOID_0060811,síndrome de Brooks-Wisniewski-Brown
http://purl.obolibrary.org/obo/DOID_0060811,RMSXT
http://purl.obolibrary.org/obo/DOID_0060811,discapacidad intelectual ligada al X tipo Brooks
http://purl.obolibrary.org/obo/DOID_0060811,síndrome de retraso mental y macrocefalia
http://purl.obolibrary.org/obo/DOID_0060811,retraso mental sindrómico ligado al X tipo Turner
http://purl.obolibrary.org/obo/DOID_0060812,RMSXSD
http://purl.obolibrary.org/obo/DOID_0060812,síndrome de retraso mental ligado al X tipo Siderius
http://purl.obolibrary.org/obo/DOID_0060812,síndrome de Siderio-Hamel
http://purl.obolibrary.org/obo/DOID_0060812,síndrome de retraso mental ligado al X tipo Siderius
http://purl.obolibrary.org/obo/DOID_0060813,RMSX9
http://purl.obolibrary.org/obo/DOID_0060813,retraso mental sindrómico ligado al X tipo 9
http://purl.obolibrary.org/obo/DOID_0060814,RMSX6
http://purl.obolibrary.org/obo/DOID_0060814,SWT
http://purl.obolibrary.org/obo/DOID_0060814,síndrome de discapacidad intelectual ligada al X-ginecomastia-obesidad
http://purl.obolibrary.org/obo/DOID_0060814,retraso mental sindrómico ligado al X tipo 6
http://purl.obolibrary.org/obo/DOID_0060814,retraso mental ligado al X con ginecomastia y obesidad
http://purl.obolibrary.org/obo/DOID_0060815,MCS
http://purl.obolibrary.org/obo/DOID_0060815,RMSX4
http://purl.obolibrary.org/obo/DOID_0060815,discapacidad intelectual ligada al X tipo Miles-Carpenter
http://purl.obolibrary.org/obo/DOID_0060815,retraso mental sindrómico ligado al X tipo 4
http://purl.obolibrary.org/obo/DOID_0060815,retraso mental ligado al X con contracturas y puntas de dedos arqueadas cóngenitas
http://purl.obolibrary.org/obo/DOID_0060816,síndrome de Graham-Cox
http://purl.obolibrary.org/obo/DOID_0060816,RMSX28
http://purl.obolibrary.org/obo/DOID_0060816,"agenesia del cuerpo calloso con retraso mental, coloboma ocular y micrognatia"
http://purl.obolibrary.org/obo/DOID_0060816,retraso mental sindrómico ligado al X tipo 28
http://purl.obolibrary.org/obo/DOID_0060817,RMSX34
http://purl.obolibrary.org/obo/DOID_0060817,RMSXML
http://purl.obolibrary.org/obo/DOID_0060817,síndrome de macrocefalia-discapacidad intelectual-ventrículo izquierdo no compacto
http://purl.obolibrary.org/obo/DOID_0060817,retraso mental sindrómico ligado al X tipo 34
http://purl.obolibrary.org/obo/DOID_0060817,retraso mental sindrómico ligado al X tipo Mircsof-Langouet
http://purl.obolibrary.org/obo/DOID_0060818,RMSXAB
http://purl.obolibrary.org/obo/DOID_0060818,retraso mental sindrómico ligado al X tipo Abidi
http://purl.obolibrary.org/obo/DOID_0060818,retraso mental sindrómico ligado al X tipo Abidi
http://purl.obolibrary.org/obo/DOID_0060819,RMSXCS
http://purl.obolibrary.org/obo/DOID_0060819,"retraso mental ligado al X con convulsiones, hipogammaglobulinemia y alteración de la marcha"
http://purl.obolibrary.org/obo/DOID_0060819,retraso mental sindrómico ligado al X tipo Chudley-Schwartz
http://purl.obolibrary.org/obo/DOID_0060820,síndrome de discapacidad intelectual ligada al X-distrofia ungueal-convulsiones
http://purl.obolibrary.org/obo/DOID_0060820,retraso mental sindrómico ligado al X tipo Nascimento
http://purl.obolibrary.org/obo/DOID_0060821,retraso mental sindrómico ligado al X tipo 14
http://purl.obolibrary.org/obo/DOID_0060822,síndrome de Cabezas; retraso mental sindrómico ligado al X tipo 15
http://purl.obolibrary.org/obo/DOID_0060822,MRSS
http://purl.obolibrary.org/obo/DOID_0060822,RMSX15
http://purl.obolibrary.org/obo/DOID_0060822,RMSXC
http://purl.obolibrary.org/obo/DOID_0060822,retraso mental ligado al X con talla baja
http://purl.obolibrary.org/obo/DOID_0060822,"retraso mental ligado al X con talla baja, hipogonadismo y marcha anormal"
http://purl.obolibrary.org/obo/DOID_0060822,retraso mental sindrómico ligado al X tipo 15
http://purl.obolibrary.org/obo/DOID_0060822,retraso mental sindrómico ligado al X tipo 15 (tipo Cabezas)
http://purl.obolibrary.org/obo/DOID_0060823,RMX94
http://purl.obolibrary.org/obo/DOID_0060823,RMSX29
http://purl.obolibrary.org/obo/DOID_0060823,retraso mental ligado al X tipo 94
http://purl.obolibrary.org/obo/DOID_0060823,discapacidad intelectual sindrómica ligada al X por anomalías de GRIA3
http://purl.obolibrary.org/obo/DOID_0060823,retraso mental sindrómico ligado al X tipo 29
http://purl.obolibrary.org/obo/DOID_0060823,retraso mental sindrómico ligado al X tipo Wu
http://purl.obolibrary.org/obo/DOID_0060824,RMSXR
http://purl.obolibrary.org/obo/DOID_0060824,trastorno sindrómico del desarrollo intelectual ligado al X tipo Raymond
http://purl.obolibrary.org/obo/DOID_0060824,retraso mental sindrómico ligado al X tipo Raymond
http://purl.obolibrary.org/obo/DOID_0060825,RMSXCH
http://purl.obolibrary.org/obo/DOID_0060825,síndrome ligado al X tipo Angelman
http://purl.obolibrary.org/obo/DOID_0060825,discapacidad intelectual ligada al X de tipo sudafricano
http://purl.obolibrary.org/obo/DOID_0060825,síndrome de discapacidad intelectual ligada al X-dismorfismo craneofacial-epilepsia-oftalmoplejia-atrofia cerebelosa
http://purl.obolibrary.org/obo/DOID_0060825,retraso mental sindrómico ligado al X tipo Christianson
http://purl.obolibrary.org/obo/DOID_0060825,"síndrome de retraso mental, microcefalia, epilepsia y ataxia"
http://purl.obolibrary.org/obo/DOID_0060826,RMSX11
http://purl.obolibrary.org/obo/DOID_0060826,RMSXS
http://purl.obolibrary.org/obo/DOID_0060826,síndrome de retraso mental ligado al X de Shashi
http://purl.obolibrary.org/obo/DOID_0060826,retraso mental ligado al X tipo Shashi
http://purl.obolibrary.org/obo/DOID_0060826,retraso mental sindrómico ligado al X 11 tipo Shashi
http://purl.obolibrary.org/obo/DOID_0060826,discapacidad intelectual sindrómica ligada al X tipo 11
http://purl.obolibrary.org/obo/DOID_0060827,síndrome de Lindsay-Burn
http://purl.obolibrary.org/obo/DOID_0060827,RMSX13
http://purl.obolibrary.org/obo/DOID_0060827,PPM-X
http://purl.obolibrary.org/obo/DOID_0060827,retraso mental ligado al X tipo 79
http://purl.obolibrary.org/obo/DOID_0060827,retraso mental ligado al X con espasticidad
http://purl.obolibrary.org/obo/DOID_0060827,"retraso mental con psicosis, signos piramidales y macroorquidismo"
http://purl.obolibrary.org/obo/DOID_0060827,retraso mental sindrómico ligado al X tipo 13
http://purl.obolibrary.org/obo/DOID_0060828,RMSX32
http://purl.obolibrary.org/obo/DOID_0060828,retraso mental sindrómico ligado al X tipo 32
http://purl.obolibrary.org/obo/DOID_0060830,síndrome de Martin-Probst
http://purl.obolibrary.org/obo/DOID_0060830,retraso mental sindrómico ligado al X tipo Martin-Probst
http://purl.obolibrary.org/obo/DOID_0060831,síndrome de Chediak-Higashi
http://purl.obolibrary.org/obo/DOID_0060831,síndrome de Griscelli-Prunieras
http://purl.obolibrary.org/obo/DOID_0060831,síndrome de albinismo parcial-inmunodeficiencia
http://purl.obolibrary.org/obo/DOID_0060832,SG1
http://purl.obolibrary.org/obo/DOID_0060832,síndrome de Griscelli con deterioro neurológico
http://purl.obolibrary.org/obo/DOID_0060832,síndrome de Griscelli de tipo cutáneo y neurológico
http://purl.obolibrary.org/obo/DOID_0060832,síndrome de Griscelli-Prunieras tipo 1
http://purl.obolibrary.org/obo/DOID_0060832,síndrome de hipopigmentación-deterioro neurológico
http://purl.obolibrary.org/obo/DOID_0060833,SG2
http://purl.obolibrary.org/obo/DOID_0060833,síndrome de Griscelli con síndrome hemofagocítico
http://purl.obolibrary.org/obo/DOID_0060833,síndrome de Griscelli-Prunieras tipo 2
http://purl.obolibrary.org/obo/DOID_0060833,síndrome PAID
http://purl.obolibrary.org/obo/DOID_0060833,síndrome de hipopigmentación-inmunodeficiencia con o sin deterioro neurológico
http://purl.obolibrary.org/obo/DOID_0060833,síndrome de albinismo parcial e inmunodeficiencia
http://purl.obolibrary.org/obo/DOID_0060834,SG3
http://purl.obolibrary.org/obo/DOID_0060834,síndrome de Griscelli-Prunieras tipo 3
http://purl.obolibrary.org/obo/DOID_0060835,MCOP6
http://purl.obolibrary.org/obo/DOID_0060835,microftalmia posterior no sindrómica
http://purl.obolibrary.org/obo/DOID_0060836,MCOP4
http://purl.obolibrary.org/obo/DOID_0060837,MCOP5
http://purl.obolibrary.org/obo/DOID_0060837,síndrome de microftalmia-retinitis pigmentosa-foveosquisis-drusas del disco óptico
http://purl.obolibrary.org/obo/DOID_0060837,"microftalmia posterior con retinitis pigmentosa, foveosquisis y drusas del disco óptico"
http://purl.obolibrary.org/obo/DOID_0060838,MCOP7
http://purl.obolibrary.org/obo/DOID_0060839,MCOP2
http://purl.obolibrary.org/obo/DOID_0060840,MCOP1
http://purl.obolibrary.org/obo/DOID_0060841,MCOP8
http://purl.obolibrary.org/obo/DOID_0060842,MCOP3
http://purl.obolibrary.org/obo/DOID_0060843,NHPP
http://purl.obolibrary.org/obo/DOID_0060843,neuropatía recurrente sensible a presión
http://purl.obolibrary.org/obo/DOID_0060843,polineuropatía familiar recurrente
http://purl.obolibrary.org/obo/DOID_0060843,microdeleción heterocigota 17p11.2p12
http://purl.obolibrary.org/obo/DOID_0060843,parálisis de la cosecha de papas
http://purl.obolibrary.org/obo/DOID_0060843,neuropatía tomacular
http://purl.obolibrary.org/obo/DOID_0060843,parálisis del recolector de bulbos de tulipán
http://purl.obolibrary.org/obo/DOID_0060844,ceguera de Episkopi
http://purl.obolibrary.org/obo/DOID_0060844,enfermedad de Norrie-Warburg
http://purl.obolibrary.org/obo/DOID_0060844,atrofia bulborum hereditaria
http://purl.obolibrary.org/obo/DOID_0060848,EED9
http://purl.obolibrary.org/obo/DOID_0060848,EFMR
http://purl.obolibrary.org/obo/DOID_0060848,EEIT9
http://purl.obolibrary.org/obo/DOID_0060848,síndrome de Juberg y Hellman
http://purl.obolibrary.org/obo/DOID_0060848,encefalopatía epiléptica infantil temprana 9
http://purl.obolibrary.org/obo/DOID_0060848,encefalopatía epiléptica infantil temprana limitada a mujeres
http://purl.obolibrary.org/obo/DOID_0060848,epilepsia limitada a mujeres con retraso mental
http://purl.obolibrary.org/obo/DOID_0060849,OPPG
http://purl.obolibrary.org/obo/DOID_0060849,forma ocular de la osteogénesis imperfecta
http://purl.obolibrary.org/obo/DOID_0060851,pénfigo vulgar familiar
http://purl.obolibrary.org/obo/DOID_0060852,síndrome nefrótico congénito con microcoria
http://purl.obolibrary.org/obo/DOID_0060853,síndrome de microduplicación 17p11.2
http://purl.obolibrary.org/obo/DOID_0060853,síndrome de duplicación cromosómica 17p11.2
http://purl.obolibrary.org/obo/DOID_0060853,trisomía 17p11.2
http://purl.obolibrary.org/obo/DOID_0060854,PHA1B
http://purl.obolibrary.org/obo/DOID_0060854,PHA autosómico recesivo 1
http://purl.obolibrary.org/obo/DOID_0060855,PHA1A
http://purl.obolibrary.org/obo/DOID_0060855,PHA autosómico dominante 1
http://purl.obolibrary.org/obo/DOID_0060857,síndrome de Morsier
http://purl.obolibrary.org/obo/DOID_0060857,DSO
http://purl.obolibrary.org/obo/DOID_0060857,displasia septo-óptica
http://purl.obolibrary.org/obo/DOID_0060858,cistinuria con enfermedad mitocondrial
http://purl.obolibrary.org/obo/DOID_0060859,infección por Salmonella
http://purl.obolibrary.org/obo/DOID_0060861,MLA
http://purl.obolibrary.org/obo/DOID_0060861,OAS
http://purl.obolibrary.org/obo/DOID_0060861,síndrome de anoftalmia de Waardenburg
http://purl.obolibrary.org/obo/DOID_0060861,síndrome de anoftalmia-sindactilia
http://purl.obolibrary.org/obo/DOID_0060861,síndrome oftalmo-acromélico
http://purl.obolibrary.org/obo/DOID_0060862,enfermedad de Meleda
http://purl.obolibrary.org/obo/DOID_0060862,queratosis palmoplantaris transgrediens de Siemens
http://purl.obolibrary.org/obo/DOID_0060862,queratodermia palmoplantar transgrediens de Siemens
http://purl.obolibrary.org/obo/DOID_0060863,distrofia en patrón del epitelio pigmentario de la retina
http://purl.obolibrary.org/obo/DOID_0060864,MDPT2
http://purl.obolibrary.org/obo/DOID_0060864,distrofia macular pigmentaria en alas de mariposa tipo 2
http://purl.obolibrary.org/obo/DOID_0060865,MDPT3
http://purl.obolibrary.org/obo/DOID_0060865,epiteliopatía pigmentaria retiniana arrugada de Martinica
http://purl.obolibrary.org/obo/DOID_0060866,MDPT1
http://purl.obolibrary.org/obo/DOID_0060866,distrofia macular pigmentaria en alas de mariposa tipo 1
http://purl.obolibrary.org/obo/DOID_0060867,síndrome de macrocefalia-discapacidad intelectual-autismo
http://purl.obolibrary.org/obo/DOID_0060868,CACH
http://purl.obolibrary.org/obo/DOID_0060868,CACH/VWM
http://purl.obolibrary.org/obo/DOID_0060868,ataxia infantil con hipomielinización del sistema nervioso central
http://purl.obolibrary.org/obo/DOID_0060868,leucodistrofia con sustancia blanca evanescente
http://purl.obolibrary.org/obo/DOID_0060868,ovario-leucodistrofia
http://purl.obolibrary.org/obo/DOID_0060869,DRIT
http://purl.obolibrary.org/obo/DOID_0060869,degeneración retiniana de inicio tardío autosómica dominante
http://purl.obolibrary.org/obo/DOID_0060870,DAHC
http://purl.obolibrary.org/obo/DOID_0060870,DAHC congénita
http://purl.obolibrary.org/obo/DOID_0060870,deficiencia congénita aislada de HC
http://purl.obolibrary.org/obo/DOID_0060870,deficiencia congénita aislada de la hormona de crecimiento
http://purl.obolibrary.org/obo/DOID_0060870,deficiencia familiar aislada de la hormona de crecimiento
http://purl.obolibrary.org/obo/DOID_0060870,deficiencia aislada no adquirida de la hormona de crecimiento
http://purl.obolibrary.org/obo/DOID_9406,insuficiencia hipofisaria
http://purl.obolibrary.org/obo/DOID_9406,deficiencia hormonal hipofisaria
http://purl.obolibrary.org/obo/DOID_9406,hipofunción hipofisaria
http://purl.obolibrary.org/obo/DOID_0060871,síndrome QIS autosómico dominante
http://purl.obolibrary.org/obo/DOID_0060872,DAHC II
http://purl.obolibrary.org/obo/DOID_0060872,deficiencia aislada de la hormona del crecimiento autosómica dominante
http://purl.obolibrary.org/obo/DOID_0060872,enanismo hipofisario por deficiencia aislada de la hormona del crecimiento autosómica dominante
http://purl.obolibrary.org/obo/DOID_0060872,DAHC congénita tipo II
